,사용일자,노선명,역명,합계,구분
27443,20240602,6호선,광흥창,10062,마포구
15834,20240602,공항철도 1호선,공덕,4578,마포구
32315,20240602,경원선,청량리,33035,동대문구
32497,20240602,1호선,제기동,23774,동대문구
15735,20240602,5호선,애오개,6263,마포구
15373,20240602,5호선,충정로,3394,서대문구
32589,20240602,3호선,압구정,31664,강남구
15275,20240602,5호선,서대문,12320,종로구
15183,20240602,5호선,광화문,34774,종로구
12060,20240602,2호선,왕십리,19407,성동구
33417,20240602,3호선,안국,35584,종로구
11963,20240602,5호선,마장,6427,성동구
11871,20240602,5호선,영등포시장,15223,영등포구
11509,20240602,5호선,영등포구청,3822,영등포구
33510,20240602,분당선,선릉,8367,강남구
11141,20240602,4호선,사당,35791,동작구
33049,20240602,2호선,잠실새내,29889,송파구
33141,20240602,3호선,경복궁,36182,종로구
12797,20240602,6호선,청구,4166,중구
33233,20240602,1호선,종각,31539,종로구
12699,20240602,5호선,신금호,7560,성동구
12607,20240602,5호선,행당,8675,성동구
33325,20240602,1호선,종로5가,25184,종로구
28547,20240602,6호선,증산,12444,은평구
19144,20240602,7호선,노원,32232,노원구
27995,20240602,6호선,망원,26333,마포구
31669,20240602,2호선,구의,27809,광진구
19047,20240602,4호선,상계,23083,노원구
18955,20240602,4호선,당고개,12830,노원구
1565,20240602,7호선,장승배기,10063,동작구
18501,20240602,2호선,교대,24325,서초구
31761,20240602,2호선,강변,46781,광진구
18863,20240602,3호선,잠원,5542,서초구
31577,20240602,2호선,성수,53522,성동구
19508,20240602,4호선,창동,36507,도봉구
20336,20240602,4호선,충무로,26436,중구
31301,20240602,2호선,상왕십리,15977,성동구
20238,20240602,4호선,명동,56433,중구
31393,20240602,2호선,한양대,6999,성동구
20146,20240602,4호선,회현,23788,중구
20054,20240602,4호선,숙대입구,18995,용산구
19692,20240602,6호선,삼각지,10454,용산구
31485,20240602,2호선,뚝섬,35341,성동구
737,20240602,7호선,남구로,15193,구로구
18403,20240602,3호선,남부터미널,33004,서초구
31853,20240602,2호선,잠실나루,12911,송파구
18219,20240602,3호선,매봉,9546,강남구
17029,20240602,5호선,오금,3474,송파구
16931,20240602,4호선,신용산,25224,용산구
16749,20240602,4호선,이촌,16348,용산구
17391,20240602,3호선,경찰병원,6537,송파구
16655,20240602,5호선,여의나루,32790,영등포구
16563,20240602,5호선,마포,12238,마포구
28179,20240602,6호선,월드컵경기장,31746,마포구
31951,20240602,1호선,시청,25397,중구
17484,20240602,3호선,수서,24469,강남구
18037,20240602,3호선,도곡,5235,강남구
28087,20240602,6호선,마포구청,17053,마포구
17943,20240602,3호선,대치,14289,강남구
17851,20240602,3호선,학여울,3554,강남구
185,20240602,8호선,암사,19564,강동구
17759,20240602,3호선,대청,10139,강남구
17667,20240602,3호선,일원,9441,강남구
832,20240602,2호선,대림,37418,구로구
18311,20240602,3호선,양재,33758,서초구
11043,20240602,4호선,남태령,1654,서초구
10951,20240602,5호선,방화,8366,강서구
20698,20240602,5호선,답십리,17016,성동구
4977,20240602,3호선,고속터미널,96572,서초구
35257,20240602,2호선,방배,15652,서초구
4879,20240602,7호선,내방,12198,서초구
4697,20240602,7호선,이수,19031,동작구
35349,20240602,2호선,낙성대,36286,관악구
4421,20240602,7호선,상봉,22457,중랑구
35441,20240602,2호선,삼성,52839,강남구
4237,20240602,4호선,성신여대입구,29293,성북구
4143,20240602,8호선,몽촌토성,8722,송파구
4603,20240602,7호선,남성,13498,동작구
3781,20240602,8호선,석촌,11138,송파구
6265,20240602,2호선,신설동,7432,동대문구
28737,20240602,6호선,연신내,9,은평구
34981,20240602,2호선,역삼,26764,강남구
6077,20240602,6호선,보문,9314,성북구
5983,20240602,7호선,청담,16049,강남구
5800,20240602,7호선,강남구청,12800,강남구
35073,20240602,2호선,강남,66650,강남구
5707,20240602,7호선,학동,16365,강남구
5615,20240602,7호선,논현,13666,강남구
5523,20240602,7호선,반포,7307,서초구
35165,20240602,2호선,서초,29210,서초구
35901,20240602,2호선,봉천,28217,관악구
2215,20240602,8호선,잠실,24987,송파구
35993,20240602,3호선,신사,27854,강남구
29093,20240602,6호선,독바위,3805,은평구
2117,20240602,8호선,강동구청,10684,강동구
1754,20240602,5호선,천호,28437,강동구
3,20240602,경부선,신도림,5826,구로구
1657,20240602,7호선,상도,13618,동작구
2580,20240602,공항철도 1호선,김포공항,13059,강서구
35533,20240602,2호선,서울대입구,56765,관악구
3683,20240602,8호선,송파,10067,송파구
35625,20240602,2호선,신대방,34999,동작구
3321,20240602,8호선,가락시장,7920,송파구
35717,20240602,2호선,구로디지털단지,55856,구로구
1473,20240602,7호선,신대방삼거리,17496,동작구
3223,20240602,8호선,문정,14025,송파구
3131,20240602,8호선,장지,18747,송파구
2949,20240602,8호선,복정,11437,송파구
35809,20240602,2호선,문래,20512,영등포구
33694,20240602,2호선,신촌,52627,마포구
9392,20240602,5호선,군자,15270,광진구
34061,20240602,2호선,용답,3859,성동구
1197,20240602,7호선,신풍,13913,영등포구
34153,20240602,2호선,신답,1899,성동구
9295,20240602,7호선,어린이대공원,22127,광진구
9021,20240602,9호선2~3단계,선정릉,8439,강남구
34245,20240602,2호선,도림천,1324,구로구
8927,20240602,9호선2~3단계,삼성중앙,4811,강남구
8835,20240602,9호선2~3단계,봉은사,23506,강남구
8473,20240602,2호선,종합운동장,36619,송파구
9203,20240602,9호선2~3단계,언주,9038,강남구
28639,20240602,6호선,구산,8694,은평구
9848,20240602,중앙선,양평,5324,영등포구
10859,20240602,5호선,개화산,6715,강서구
10767,20240602,5호선,송정,7969,강서구
10675,20240602,5호선,마곡,9291,강서구
10583,20240602,5호선,발산,23867,강서구
10491,20240602,5호선,우장산,16444,강서구
9755,20240602,7호선,중곡,12126,광진구
10399,20240602,5호선,화곡,31325,강서구
10307,20240602,5호선,까치산,33955,강서구
10215,20240602,5호선,신정,13824,양천구
10123,20240602,5호선,목동,18435,양천구
10031,20240602,5호선,오목교,25273,양천구
33969,20240602,2호선,아현,12526,마포구
33877,20240602,2호선,이대,20419,마포구
29191,20240602,6호선,불광,6573,은평구
1290,20240602,신림선,보라매,4932,동작구
7181,20240602,5호선,여의도,22045,영등포구
7364,20240602,2호선,당산,20439,영등포구
6997,20240602,4호선,동작,3650,동작구
34708,20240602,2호선,홍대입구,130497,마포구
6813,20240602,5호선,신길,5849,영등포구
34613,20240602,3호선,구파발,27867,은평구
7547,20240602,9호선2~3단계,중앙보훈병원,9482,강동구
34337,20240602,2호선,양천구청,7803,양천구
8375,20240602,9호선2~3단계,삼전,8881,송파구
8283,20240602,9호선2~3단계,석촌고분,8002,송파구
34429,20240602,2호선,신정네거리,12029,양천구
8191,20240602,9호선2~3단계,송파나루,7335,송파구
8099,20240602,9호선2~3단계,한성백제,4043,송파구
7737,20240602,5호선,올림픽공원,12369,송파구
34521,20240602,2호선,용두,2871,동대문구
7639,20240602,9호선2~3단계,둔촌오륜,1606,강동구
20793,20240602,1호선,동대문,24919,종로구
21526,20240602,4호선,수유,45092,강북구
24012,20240602,6호선,석계,15134,노원구
30939,20240602,3호선,을지로3가,10414,중구
26339,20240602,5호선,거여,10703,송파구
24654,20240602,6호선,봉화산,9148,중랑구
25576,20240602,7호선,도봉산,15054,도봉구
22543,20240602,6호선,동묘앞,16157,종로구
29832,20240602,2호선,건대입구,58598,광진구
21434,20240602,4호선,미아,18039,강북구
24562,20240602,6호선,화랑대,11585,노원구
26431,20240602,5호선,개롱,7365,송파구
27633,20240602,6호선,합정,21532,마포구
21342,20240602,4호선,미아사거리,35318,강북구
23918,20240602,6호선,녹사평,9162,용산구
30657,20240602,3호선,홍제,22286,서대문구
22909,20240602,2호선,신당,20587,중구
25879,20240602,7호선,하계,20787,노원구
26523,20240602,5호선,방이,9775,송파구
23826,20240602,6호선,이태원,21874,용산구
27535,20240602,6호선,상수,15848,마포구
22078,20240602,6호선,상월곡,7527,성북구
26247,20240602,5호선,마천,8945,송파구
21894,20240602,5호선,아차산,25874,광진구
461,20240602,7호선,천왕,11708,구로구
21802,20240602,5호선,장한평,19980,동대문구
25759,20240602,경춘선,신내,2920,중랑구
278,20240602,경인선,온수,8797,구로구
25972,20240602,경의선,효창공원앞,3516,용산구
24200,20240602,6호선,태릉입구,8717,노원구
29553,20240602,6호선,역촌,5242,은평구
30290,20240602,2호선,신림,73256,관악구
21618,20240602,4호선,쌍문,35130,도봉구
26155,20240602,6호선,대흥,10142,마포구
25022,20240602,7호선,중화,12594,중랑구
21986,20240602,6호선,돌곶이,10619,성북구
21710,20240602,4호선,혜화,52709,종로구
26615,20240602,5호선,둔촌동,11347,강동구
30749,20240602,3호선,녹번,16005,은평구
30197,20240602,7호선,숭실대입구,14557,동작구
22262,20240602,6호선,고려대,9612,성북구
25298,20240602,7호선,중계,16925,노원구
22354,20240602,6호선,안암,12522,성북구
26983,20240602,5호선,굽은다리,12777,강동구
27259,20240602,5호선,광나루,19237,광진구
29737,20240602,6호선,새절,14968,은평구
27075,20240602,5호선,길동,10258,강동구
23734,20240602,6호선,한강진,16981,용산구
22170,20240602,6호선,월곡,12631,성북구
24838,20240602,7호선,사가정,20100,중랑구
30841,20240602,2호선,을지로입구,51771,중구
25206,20240602,7호선,공릉,14633,노원구
25114,20240602,7호선,먹골,12673,중랑구
22446,20240602,6호선,창신,3763,종로구
24930,20240602,7호선,면목,17262,중랑구
27167,20240602,5호선,강동,20331,강동구
24746,20240602,7호선,용마산,7936,중랑구
23279,20240602,6호선,약수,4324,중구
25482,20240602,7호선,수락산,18041,노원구
21250,20240602,4호선,길음,25501,성북구
26707,20240602,5호선,상일동,15410,강동구
23642,20240602,6호선,버티고개,2666,중구
27351,20240602,5호선,강일,6996,강동구
30473,20240602,3호선,독립문,11570,서대문구
21158,20240602,4호선,한성대입구,18435,성북구
30565,20240602,3호선,무악재,5137,서대문구
554,20240602,경부선,가산디지털단지,12988,금천구
26891,20240602,5호선,명일,11902,강동구
25390,20240602,7호선,마들,13682,노원구
26799,20240602,5호선,고덕,11137,강동구
8474,20240603,9호선2~3단계,종합운동장,10467,송파구
9756,20240603,7호선,중곡,23917,광진구
24655,20240603,6호선,봉화산,19597,중랑구
9850,20240603,5호선,양평,17476,영등포구
33970,20240603,2호선,아현,23395,마포구
29554,20240603,6호선,역촌,9079,은평구
9394,20240603,7호선,군자,29961,광진구
1198,20240603,7호선,신풍,24409,영등포구
28640,20240603,6호선,구산,16597,은평구
9296,20240603,7호선,어린이대공원,41159,광진구
30198,20240603,7호선,숭실대입구,36725,동작구
34154,20240603,2호선,신답,3895,성동구
9204,20240603,9호선2~3단계,언주,26174,강남구
9023,20240603,분당선,선정릉,17630,강남구
34062,20240603,2호선,용답,6872,성동구
24563,20240603,6호선,화랑대,26460,노원구
8928,20240603,9호선2~3단계,삼성중앙,18312,강남구
34246,20240603,2호선,도림천,2977,구로구
8836,20240603,9호선2~3단계,봉은사,43718,강남구
24839,20240603,7호선,사가정,36026,중랑구
24747,20240603,7호선,용마산,13099,중랑구
24204,20240603,7호선,태릉입구,21088,노원구
33696,20240603,2호선,신촌,81204,마포구
29192,20240603,6호선,불광,9631,은평구
11872,20240603,5호선,영등포시장,24564,영등포구
11964,20240603,5호선,마장,13076,성동구
33418,20240603,3호선,안국,56345,종로구
33326,20240603,1호선,종로5가,50729,종로구
30474,20240603,3호선,독립문,16515,서대문구
556,20240603,7호선,가산디지털단지,105451,금천구
23735,20240603,6호선,한강진,18320,용산구
12066,20240603,2호선,왕십리,31009,성동구
12608,20240603,5호선,행당,17056,성동구
12700,20240603,5호선,신금호,14934,성동구
33234,20240603,1호선,종각,85304,종로구
23643,20240603,6호선,버티고개,4890,중구
28278,20240603,공항철도 1호선,디지털미디어시티,31392,은평구
12798,20240603,5호선,청구,8633,중구
33142,20240603,3호선,경복궁,54258,종로구
33050,20240603,2호선,잠실새내,49320,송파구
23284,20240603,6호선,약수,8396,중구
10032,20240603,5호선,오목교,47799,양천구
11513,20240603,2호선,영등포구청,51613,영등포구
10124,20240603,5호선,목동,38488,양천구
10216,20240603,5호선,신정,27730,양천구
33878,20240603,2호선,이대,42583,마포구
10308,20240603,5호선,까치산,60742,강서구
10400,20240603,5호선,화곡,61217,강서구
10492,20240603,5호선,우장산,33446,강서구
10584,20240603,5호선,발산,50546,강서구
10676,20240603,5호선,마곡,27881,강서구
10768,20240603,5호선,송정,13782,강서구
30292,20240603,2호선,신림,112959,관악구
10860,20240603,5호선,개화산,13294,강서구
10952,20240603,5호선,방화,15352,강서구
24014,20240603,경원선,석계,17481,노원구
11044,20240603,4호선,남태령,2885,서초구
28548,20240603,6호선,증산,22229,은평구
11142,20240603,2호선,사당,85925,동작구
33513,20240603,분당선,선릉,38136,강남구
23919,20240603,6호선,녹사평,10513,용산구
23827,20240603,6호선,이태원,20897,용산구
24931,20240603,7호선,면목,34604,중랑구
34614,20240603,3호선,구파발,47526,은평구
8376,20240603,9호선2~3단계,삼전,16977,송파구
35718,20240603,2호선,구로디지털단지,126334,구로구
35626,20240603,2호선,신대방,54417,동작구
26708,20240603,5호선,상일동,32781,강동구
3322,20240603,8호선,가락시장,17790,송파구
26616,20240603,5호선,둔촌동,19739,강동구
3684,20240603,8호선,송파,20490,송파구
35534,20240603,2호선,서울대입구,98389,관악구
26524,20240603,5호선,방이,16153,송파구
3782,20240603,8호선,석촌,18378,송파구
27536,20240603,6호선,상수,21475,마포구
4144,20240603,8호선,몽촌토성,14920,송파구
26248,20240603,5호선,마천,16560,송파구
28741,20240603,3호선,연신내,72223,은평구
4699,20240603,7호선,이수,35184,동작구
281,20240603,경인선,온수,14625,구로구
35350,20240603,2호선,낙성대,59082,관악구
26800,20240603,5호선,고덕,24412,강동구
4604,20240603,7호선,남성,25962,동작구
4423,20240603,7호선,상봉,36774,중랑구
4239,20240603,우이신설선,성신여대입구,8106,성북구
26432,20240603,5호선,개롱,15087,송파구
35442,20240603,2호선,삼성,116061,강남구
26340,20240603,5호선,거여,23110,송파구
1474,20240603,7호선,신대방삼거리,33217,동작구
3224,20240603,8호선,문정,52104,송파구
3132,20240603,8호선,장지,35521,송파구
29094,20240603,6호선,독바위,6414,은평구
35994,20240603,3호선,신사,60435,강남구
2118,20240603,8호선,강동구청,23509,강동구
1759,20240603,5호선,천호,40287,강동구
27168,20240603,5호선,강동,39307,강동구
29646,20240603,6호선,응암,39189,은평구
5,20240603,2호선,신도림,104160,구로구
27352,20240603,5호선,강일,13063,강동구
1658,20240603,7호선,상도,28557,동작구
1566,20240603,7호선,장승배기,20128,동작구
27260,20240603,5호선,광나루,29330,광진구
4880,20240603,7호선,내방,33518,서초구
27444,20240603,6호선,광흥창,21220,마포구
2217,20240603,8호선,잠실,34899,송파구
2951,20240603,분당선,복정,6,송파구
26892,20240603,5호선,명일,20031,강동구
29738,20240603,6호선,새절,28328,은평구
35810,20240603,2호선,문래,52126,영등포구
2587,20240603,공항철도 1호선,김포공항,16703,강서구
26984,20240603,5호선,굽은다리,20650,강동구
27076,20240603,5호선,길동,18717,강동구
35902,20240603,2호선,봉천,52198,관악구
34338,20240603,2호선,양천구청,15934,양천구
35258,20240603,2호선,방배,41578,서초구
35166,20240603,2호선,서초,46929,서초구
25578,20240603,경원선,도봉산,13774,도봉구
6998,20240603,9호선,동작,5654,동작구
29836,20240603,7호선,건대입구,29473,광진구
7182,20240603,9호선,여의도,65971,영등포구
25483,20240603,7호선,수락산,26781,노원구
1293,20240603,신림선,보라매,9057,동작구
25391,20240603,7호선,마들,28472,노원구
7366,20240603,9호선,당산,42150,영등포구
7548,20240603,9호선2~3단계,중앙보훈병원,25821,강동구
25023,20240603,7호선,중화,23374,중랑구
8284,20240603,9호선2~3단계,석촌고분,15129,송파구
8192,20240603,9호선2~3단계,송파나루,11515,송파구
34430,20240603,2호선,신정네거리,23360,양천구
8100,20240603,9호선2~3단계,한성백제,6282,송파구
25115,20240603,7호선,먹골,22383,중랑구
6815,20240603,5호선,신길,10889,영등포구
7741,20240603,5호선,올림픽공원,11707,송파구
25207,20240603,7호선,공릉,27040,노원구
34522,20240603,2호선,용두,5324,동대문구
7640,20240603,9호선2~3단계,둔촌오륜,2837,강동구
25299,20240603,7호선,중계,32839,노원구
34710,20240603,2호선,홍대입구,130952,마포구
5708,20240603,7호선,학동,55719,강남구
5616,20240603,7호선,논현,43051,강남구
25974,20240603,6호선,효창공원앞,16651,용산구
5524,20240603,7호선,반포,13899,서초구
35074,20240603,2호선,강남,169081,강남구
4987,20240603,3호선,고속터미널,84694,서초구
26156,20240603,6호선,대흥,22028,마포구
5802,20240603,7호선,강남구청,36962,강남구
6275,20240603,우이신설선,신설동,5389,동대문구
25760,20240603,경춘선,신내,6088,중랑구
6079,20240603,6호선,보문,17093,성북구
25880,20240603,7호선,하계,40007,노원구
34982,20240603,2호선,역삼,124890,강남구
5984,20240603,7호선,청담,44898,강남구
462,20240603,7호선,천왕,26009,구로구
13176,20240603,2호선,동대문역사문화공원,31059,중구
15736,20240603,5호선,애오개,15571,마포구
19146,20240603,4호선,노원,66408,노원구
32498,20240603,1호선,제기동,36867,동대문구
21343,20240603,4호선,미아사거리,56743,강북구
30940,20240603,2호선,을지로3가,54581,중구
32317,20240603,경원선,청량리,33946,동대문구
30750,20240603,3호선,녹번,33738,은평구
27634,20240603,2호선,합정,64010,마포구
21435,20240603,4호선,미아,34960,강북구
22447,20240603,6호선,창신,7873,종로구
31670,20240603,2호선,구의,53346,광진구
15843,20240603,5호선,공덕,33566,마포구
19048,20240603,4호선,상계,41388,노원구
18956,20240603,4호선,당고개,19794,노원구
27996,20240603,6호선,망원,31857,마포구
28088,20240603,6호선,마포구청,30539,마포구
21159,20240603,4호선,한성대입구,31573,성북구
31486,20240603,2호선,뚝섬,53462,성동구
15184,20240603,5호선,광화문,73661,종로구
738,20240603,7호선,남구로,34765,구로구
15276,20240603,5호선,서대문,48493,종로구
32590,20240603,3호선,압구정,68943,강남구
19511,20240603,경원선,창동,3,도봉구
22545,20240603,1호선,동묘앞,18516,종로구
21251,20240603,4호선,길음,50009,성북구
15374,20240603,5호선,충정로,11093,서대문구
31578,20240603,2호선,성수,90829,성동구
18864,20240603,3호선,잠원,11197,서초구
21527,20240603,4호선,수유,73415,강북구
16564,20240603,5호선,마포,33495,마포구
18038,20240603,3호선,도곡,13664,강남구
31953,20240603,1호선,시청,56364,중구
22171,20240603,6호선,월곡,29111,성북구
17392,20240603,3호선,경찰병원,17257,송파구
21803,20240603,5호선,장한평,42519,동대문구
17486,20240603,3호선,수서,39948,강남구
17944,20240603,3호선,대치,26501,강남구
839,20240603,2호선,대림,55763,영등포구
186,20240603,8호선,암사,39470,강동구
22079,20240603,6호선,상월곡,15273,성북구
21987,20240603,6호선,돌곶이,22021,성북구
17852,20240603,3호선,학여울,4324,강남구
17760,20240603,3호선,대청,24096,강남구
21895,20240603,5호선,아차산,31155,광진구
17033,20240603,3호선,오금,14176,송파구
28180,20240603,6호선,월드컵경기장,9130,마포구
18505,20240603,3호선,교대,30855,서초구
16656,20240603,5호선,여의나루,31179,영등포구
22355,20240603,6호선,안암,33533,성북구
21619,20240603,4호선,쌍문,63172,도봉구
30842,20240603,2호선,을지로입구,106800,중구
16750,20240603,4호선,이촌,17326,용산구
31762,20240603,2호선,강변,61197,광진구
16932,20240603,4호선,신용산,41788,용산구
18404,20240603,3호선,남부터미널,63675,서초구
18312,20240603,3호선,양재,87591,서초구
21711,20240603,4호선,혜화,65424,종로구
31854,20240603,2호선,잠실나루,34510,송파구
22263,20240603,6호선,고려대,20615,성북구
18220,20240603,3호선,매봉,28165,강남구
19693,20240603,4호선,삼각지,12580,용산구
17668,20240603,3호선,일원,25718,강남구
13997,20240603,5호선,을지로4가,13779,중구
14375,20240603,5호선,종로3가,30180,종로구
31394,20240603,2호선,한양대,34552,성동구
20798,20240603,1호선,동대문,23864,종로구
30658,20240603,3호선,홍제,39644,서대문구
32866,20240603,3호선,금호,17041,성동구
22913,20240603,2호선,신당,31327,중구
20340,20240603,3호선,충무로,10,중구
32684,20240603,3호선,옥수,19609,성동구
20147,20240603,4호선,회현,63535,중구
20055,20240603,4호선,숙대입구,33967,용산구
20699,20240603,5호선,답십리,34035,성동구
30566,20240603,3호선,무악재,9661,서대문구
32958,20240603,3호선,동대입구,25833,중구
20239,20240603,4호선,명동,69599,중구
31302,20240603,2호선,상왕십리,31664,성동구
5617,20240604,7호선,논현,44049,강남구
35075,20240604,2호선,강남,175025,강남구
35995,20240604,3호선,신사,61797,강남구
25977,20240604,경의선,효창공원앞,8401,용산구
1763,20240604,8호선,천호,35377,강동구
21528,20240604,4호선,수유,75165,강북구
5525,20240604,7호선,반포,14184,서초구
21620,20240604,4호선,쌍문,63866,도봉구
4988,20240604,9호선,고속터미널,35174,서초구
27997,20240604,6호선,망원,32661,마포구
31763,20240604,2호선,강변,60638,광진구
29647,20240604,6호선,응암,39423,은평구
27169,20240604,5호선,강동,39914,강동구
18313,20240604,3호선,양재,89421,서초구
18405,20240604,3호선,남부터미널,65301,서초구
2119,20240604,8호선,강동구청,24576,강동구
35903,20240604,2호선,봉천,52858,관악구
18221,20240604,3호선,매봉,29220,강남구
27537,20240604,6호선,상수,22536,마포구
5709,20240604,7호선,학동,56982,강남구
30947,20240604,2호선,을지로3가,55139,중구
1659,20240604,7호선,상도,29226,동작구
17853,20240604,3호선,학여울,4904,강남구
6080,20240604,6호선,보문,17620,성북구
27353,20240604,5호선,강일,13516,강동구
29095,20240604,6호선,독바위,6458,은평구
29555,20240604,6호선,역촌,9390,은평구
25761,20240604,경춘선,신내,6177,중랑구
34715,20240604,경의선,홍대입구,4451,마포구
1567,20240604,7호선,장승배기,20892,동작구
27638,20240604,6호선,합정,27736,마포구
17761,20240604,3호선,대청,24359,강남구
21804,20240604,5호선,장한평,43656,동대문구
20700,20240604,5호선,답십리,35208,성동구
34983,20240604,2호선,역삼,128799,강남구
21712,20240604,4호선,혜화,74996,종로구
31855,20240604,2호선,잠실나루,35774,송파구
18040,20240604,3호선,도곡,13750,강남구
27077,20240604,5호선,길동,18868,강동구
20341,20240604,3호선,충무로,5,중구
5804,20240604,7호선,강남구청,39516,강남구
27261,20240604,5호선,광나루,29932,광진구
29198,20240604,3호선,불광,38284,은평구
25881,20240604,7호선,하계,40415,노원구
5985,20240604,7호선,청담,46173,강남구
17945,20240604,3호선,대치,27306,강남구
31303,20240604,2호선,상왕십리,32173,성동구
3225,20240604,8호선,문정,52030,송파구
26157,20240604,6호선,대흥,23299,마포구
28744,20240604,3호선,연신내,73433,은평구
35535,20240604,2호선,서울대입구,101610,관악구
19698,20240604,6호선,삼각지,16278,용산구
26893,20240604,5호선,명일,20295,강동구
21252,20240604,4호선,길음,52583,성북구
26525,20240604,5호선,방이,16488,송파구
3685,20240604,8호선,송파,21197,송파구
19153,20240604,4호선,노원,68622,노원구
2591,20240604,공항철도 1호선,김포공항,16522,강서구
3787,20240604,9호선2~3단계,석촌,20045,송파구
3329,20240604,3호선,가락시장,20671,송파구
35719,20240604,2호선,구로디지털단지,128653,구로구
3133,20240604,8호선,장지,36940,송파구
21160,20240604,4호선,한성대입구,34153,성북구
35627,20240604,2호선,신대방,55572,동작구
27445,20240604,6호선,광흥창,21417,마포구
26709,20240604,5호선,상일동,33255,강동구
26617,20240604,5호선,둔촌동,20348,강동구
29739,20240604,6호선,새절,29086,은평구
2953,20240604,분당선,복정,4,송파구
19513,20240604,경원선,창동,6,도봉구
31487,20240604,2호선,뚝섬,54833,성동구
4145,20240604,8호선,몽촌토성,15143,송파구
35443,20240604,2호선,삼성,126909,강남구
26433,20240604,5호선,개롱,15367,송파구
4605,20240604,7호선,남성,26417,동작구
31671,20240604,2호선,구의,54654,광진구
18957,20240604,4호선,당고개,20215,노원구
2221,20240604,8호선,잠실,36914,송파구
26249,20240604,5호선,마천,16696,송파구
18865,20240604,3호선,잠원,11616,서초구
4700,20240604,7호선,이수,36244,동작구
18509,20240604,3호선,교대,31659,서초구
4881,20240604,7호선,내방,34635,서초구
35259,20240604,2호선,방배,43661,서초구
35167,20240604,2호선,서초,49436,서초구
20240,20240604,4호선,명동,69631,중구
26801,20240604,5호선,고덕,25294,강동구
21436,20240604,4호선,미아,35709,강북구
20801,20240604,1호선,동대문,24231,종로구
21344,20240604,4호선,미아사거리,58711,강북구
4240,20240604,4호선,성신여대입구,49949,성북구
31395,20240604,2호선,한양대,36582,성동구
31579,20240604,2호선,성수,93458,성동구
20056,20240604,4호선,숙대입구,35368,용산구
26341,20240604,5호선,거여,23805,송파구
26985,20240604,5호선,굽은다리,21433,강동구
35811,20240604,2호선,문래,53038,영등포구
19049,20240604,4호선,상계,42286,노원구
4424,20240604,7호선,상봉,37601,중랑구
20148,20240604,4호선,회현,64471,중구
35351,20240604,2호선,낙성대,60368,관악구
17034,20240604,5호선,오금,8714,송파구
21896,20240604,5호선,아차산,33262,광진구
14387,20240604,5호선,종로3가,30649,종로구
10861,20240604,5호선,개화산,13365,강서구
24016,20240604,경원선,석계,18049,노원구
10953,20240604,5호선,방화,15688,강서구
11045,20240604,4호선,남태령,2998,서초구
33515,20240604,분당선,선릉,39325,강남구
30294,20240604,2호선,신림,117053,관악구
23920,20240604,6호선,녹사평,11227,용산구
11146,20240604,2호선,사당,91971,동작구
30659,20240604,3호선,홍제,40932,서대문구
23828,20240604,6호선,이태원,21803,용산구
32686,20240604,3호선,옥수,20335,성동구
10769,20240604,5호선,송정,13871,강서구
22552,20240604,1호선,동묘앞,18766,종로구
9852,20240604,5호선,양평,17494,영등포구
24205,20240604,6호선,태릉입구,14317,노원구
15378,20240604,2호선,충정로,24159,서대문구
10033,20240604,5호선,오목교,49888,양천구
10125,20240604,5호선,목동,40057,양천구
33879,20240604,2호선,이대,43079,마포구
10217,20240604,5호선,신정,28575,양천구
10309,20240604,5호선,까치산,61298,강서구
32591,20240604,3호선,압구정,71456,강남구
10401,20240604,5호선,화곡,62614,강서구
28549,20240604,6호선,증산,22307,은평구
15277,20240604,5호선,서대문,49613,종로구
10493,20240604,5호선,우장산,34275,강서구
33699,20240604,경의선,신촌,2967,마포구
10585,20240604,5호선,발산,52588,강서구
15185,20240604,5호선,광화문,78331,종로구
10677,20240604,5호선,마곡,28378,강서구
11514,20240604,2호선,영등포구청,51802,영등포구
12609,20240604,5호선,행당,17504,성동구
28279,20240604,6호선,디지털미디어시티,35942,은평구
23644,20240604,6호선,버티고개,4879,중구
13191,20240604,4호선,동대문역사문화공원,36838,중구
12701,20240604,5호선,신금호,15567,성동구
33235,20240604,1호선,종각,88391,종로구
23288,20240604,3호선,약수,28609,중구
12802,20240604,6호선,청구,8752,중구
33143,20240604,3호선,경복궁,52405,종로구
33051,20240604,2호선,잠실새내,51969,송파구
32959,20240604,3호선,동대입구,26874,중구
30475,20240604,3호선,독립문,17915,서대문구
12077,20240604,경원선,왕십리,36787,성동구
22917,20240604,6호선,신당,19234,중구
11873,20240604,5호선,영등포시장,25441,영등포구
23736,20240604,6호선,한강진,20764,용산구
11965,20240604,5호선,마장,13202,성동구
33419,20240604,3호선,안국,59054,종로구
14001,20240604,2호선,을지로4가,31661,중구
33327,20240604,1호선,종로5가,51317,종로구
32867,20240604,3호선,금호,17452,성동구
30567,20240604,3호선,무악재,10093,서대문구
7369,20240604,2호선,당산,44782,영등포구
25300,20240604,7호선,중계,33417,노원구
22172,20240604,6호선,월곡,29615,성북구
7549,20240604,9호선2~3단계,중앙보훈병원,27666,강동구
30843,20240604,2호선,을지로입구,109333,중구
7641,20240604,9호선2~3단계,둔촌오륜,2995,강동구
34523,20240604,2호선,용두,5695,동대문구
29840,20240604,7호선,건대입구,31229,광진구
25208,20240604,7호선,공릉,27743,노원구
31956,20240604,2호선,시청,60799,중구
